glottocode,EA001,EA002,EA003,EA004,EA005,EA033,soc_id,xd_id,pref_name_for_society,year,EA006,EA007,EA008,EA009,EA010,EA011,EA012,EA013,EA014,EA015,EA016,EA017,EA018,EA019,EA020,EA021,EA022,EA023,EA024,EA025,EA026,EA027,EA028,EA029,EA030,EA031,EA032,EA034,EA035,EA036,EA037,EA038,EA039,EA040,EA041,EA042,EA043,EA044,EA045,EA046,EA047,EA048,EA049,EA050,EA051,EA052,EA053,EA054,EA055,EA056,EA057,EA058,EA059,EA060,EA061,EA062,EA063,EA064,EA065,EA066,EA067,EA068,EA069,EA070,EA071,EA072,EA073,EA074,EA075,EA076,EA077,EA078,EA079,EA080,EA081,EA082,EA083,EA084,EA085,EA086,EA087,EA088,EA090,EA094,EA112,EA113,EA201,EA202,name,isocodes,level,macroarea,latitude,longitude,REF#,Language,NAME2,Family,Continent,Country,Latitude,|Latitude|,Lat bin,Longitude,ln[N],ln[A],MGS,ln[PET],ln[AET],ln[Biomass],AGPOT,ln[NPP],T,1/kT,ln[Precip],Elev,MinElev,MaxElev,ElevRange,Sigmaelev,ln[Rivers],Foraging,Agriculture,distlat,distlon,society_id,society_name,society_xd_id,language_name,language_family,variable_id,npp,code_label,focal_year,sub_case,comment,popd
huic1243,1,2,1,1,5,1,Ni3,xd1288,Huichol,1920,6,8,7,2,9,2,2,9,11,1,9,1,1,1,1,2,9,10,1,15,9,4,3,6,6,5,3,NA,1,NA,1,1,1,7,2,6,6,9,6,8,6,NA,1,2,1,1,3,2,10,9,9,9,NA,9,1,9,9,9,9,2,9,1,9,1,1,6,5,6,4,5,1,NA,5,2,1,9,8,NA,NA,NA,NA,NA,8,49,1,NA,1,NA,Huichol,hch,language,North America,21.954,-104.062,1052,Huichol,HUICHOL,Uto-Aztecan,Americas,Mexico,21.77064614,21.77064614,22,-104.5606982,9.786953736,9.221629992,5.996469788,7.450932284,6.697823118,8.806483727,0.892711836,6.624919942,213.9389913,23.82423401,6.959476371,1020.541836,14.69366012,2371.187617,2356.493957,523.9452096,2.079441542,40,60,0.18335386,0.49869819,Ni3,Huichol,xd1288,Huichol,Uto-Aztecan,MonthlyMeanNetPrimaryProduction,1.708003953,NA,NA,NA,,0.565323744
hund1239,0,1,1,3,5,3,Ae15,xd133,Hunde,1940,1,8,5,5,8,1,8,9,11,6,1,4,4,1,1,9,9,NA,NA,NA,NA,5,5,4,7,NA,2,NA,NA,NA,1,NA,1,7,2,7,1,1,NA,NA,NA,NA,NA,NA,1,1,1,3,3,NA,NA,NA,NA,NA,NA,9,9,9,9,5,9,3,9,3,3,NA,NA,7,4,7,4,NA,2,2,3,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Hunde,hke,language,Africa,-1.46762,28.9308,2104,Hunde,HUNDE,Niger-Congo,Africa,Democratic Republic of the Congo,-1.20161317,1.20161317,1,28.89945709,12.20607265,8.079923667,12,7.303022252,7.168719323,8.435613508,0.765560439,7.160060107,184.6912966,25.34616732,7.375523336,1712.8267,1061.866895,2372.359244,1310.492349,218.4434823,0.693147181,20,80,0.26600683,0.03134291,Ae15,Hunde,xd133,Hunde,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,4.275799403,NA,NA,NA,,4.126148978
hung1274,0,0,1,2,7,4,Ch8,xd572,Magyar,1945,4,8,8,1,10,1,10,2,6,1,9,1,1,1,1,1,9,7,8,15,9,3,5,6,7,8,3,4,8,NA,1,1,3,7,2,7,6,1,6,NA,8,NA,NA,9,NA,NA,NA,2,3,9,NA,9,NA,NA,10,NA,NA,NA,9,5,9,1,9,1,1,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9400000,Hungarian,hun,language,Eurasia,46.90685857,19.65552714,1940,Hungarian,HUNGARIAN,Uralic,Europe,Serbia,45.88512048,45.88512048,46,19.87943451,12.56723749,7.884776655,6.897721565,6.855672736,6.177907634,6.198940753,0.909139781,6.174416839,110.0378638,30.28415878,6.332658636,89.09923206,70.09405131,110.271795,40.17774374,12.33895474,1.098612289,10,90,1.021738091,0.223907367,Ch8,Magyar,xd572,Hungarian,Uralic,MonthlyMeanNetPrimaryProduction,0.982658103,NA,NA,NA,,4.682460839
hung1274,0,0,1,2,7,4,Ch8,xd572,Magyar,1945,4,8,8,1,10,1,10,2,6,1,9,1,1,1,1,1,9,7,8,15,9,3,5,6,7,8,3,4,8,NA,1,1,3,7,2,7,6,1,6,NA,8,NA,NA,9,NA,NA,NA,2,3,9,NA,9,NA,NA,10,NA,NA,NA,9,5,9,1,9,1,1,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9400000,Hungarian,hun,language,Eurasia,46.90685857,19.65552714,1715,Hungarian,HUNGARIAN,Uralic,Europe,Slovakia,47.96066275,47.96066275,48,18.56076883,13.16350532,8.081146072,7.815231826,6.801579962,6.187505092,6.323465711,0.890246147,6.466553937,100.5797687,31.05056937,6.35432964,132.99448,93.41616224,406.703484,313.2873217,40.20244454,2.890371758,10,90,1.053804179,1.094758313,Ch8,Magyar,xd572,Hungarian,Uralic,MonthlyMeanNetPrimaryProduction,0.982658103,NA,NA,NA,,5.082359249
hung1274,0,0,1,2,7,4,Ch8,xd572,Magyar,1945,4,8,8,1,10,1,10,2,6,1,9,1,1,1,1,1,9,7,8,15,9,3,5,6,7,8,3,4,8,NA,1,1,3,7,2,7,6,1,6,NA,8,NA,NA,9,NA,NA,NA,2,3,9,NA,9,NA,NA,10,NA,NA,NA,9,5,9,1,9,1,1,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9400000,Hungarian,hun,language,Eurasia,46.90685857,19.65552714,147,Hungarian,HUNGARIAN,Uralic,Europe,Hungary,47.1656281,47.1656281,47,19.42417107,16.10196627,11.43758367,7.952859822,6.810314328,6.214314716,6.428799934,0.837017699,6.371118223,103.8036922,30.78500715,6.376062312,145.702345,72.0293674,888.8069459,816.7775785,80.0507496,4.189654742,10,90,0.258769529,0.231356073,Ch8,Magyar,xd572,Hungarian,Uralic,MonthlyMeanNetPrimaryProduction,0.982658103,NA,NA,NA,,4.664382597
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,4418,Hupa,HUPA,Eyak-Athabaskan,Americas,United States,41.0998514,41.0998514,41,-123.6856732,2.079441542,5.949505642,8.046248201,7.034539106,6.486364753,9.071078305,0.168182454,6.358800282,102.0206102,NA,7.236050672,611.4918397,174.2949791,1130.850935,956.5559558,242.8508689,0,100,0,0.0016514,0.00567315,WNAI38,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,2.132104104,NA,NA,NA,,-3.870064101
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,4418,Hupa,HUPA,Eyak-Athabaskan,Americas,United States,41.0998514,41.0998514,41,-123.6856732,2.079441542,5.949505642,8.046248201,7.034539106,6.486364753,9.071078305,0.168182454,6.358800282,102.0206102,NA,7.236050672,611.4918397,174.2949791,1130.850935,956.5559558,242.8508689,0,100,0,0.0016514,0.00567315,B180,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,2.875697875,NA,NA,NA,,-3.870064101
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,4418,Hupa,HUPA,Eyak-Athabaskan,Americas,United States,41.0998514,41.0998514,41,-123.6856732,2.079441542,5.949505642,8.046248201,7.034539106,6.486364753,9.071078305,0.168182454,6.358800282,102.0206102,NA,7.236050672,611.4918397,174.2949791,1130.850935,956.5559558,242.8508689,0,100,0,0.0016514,0.00567315,Nb35,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.678675785,NA,NA,NA,,-3.870064101
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,6399,Karok,KAROK,Language isolate,Americas,United States,41.82193741,41.82193741,42,-123.3141417,2.48490665,4.187270885,4,7.132356071,6.420685885,9.071078305,0.219748011,6.154363388,91.06004582,NA,6.919578969,681.565758,440.7380066,948.2332107,507.495204,157.3988987,0,100,0,0.72373741,0.36585835,WNAI38,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,2.132104104,NA,NA,NA,,-1.702364235
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,6399,Karok,KAROK,Language isolate,Americas,United States,41.82193741,41.82193741,42,-123.3141417,2.48490665,4.187270885,4,7.132356071,6.420685885,9.071078305,0.219748011,6.154363388,91.06004582,NA,6.919578969,681.565758,440.7380066,948.2332107,507.495204,157.3988987,0,100,0,0.72373741,0.36585835,B180,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,2.875697875,NA,NA,NA,,-1.702364235
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,6399,Karok,KAROK,Language isolate,Americas,United States,41.82193741,41.82193741,42,-123.3141417,2.48490665,4.187270885,4,7.132356071,6.420685885,9.071078305,0.219748011,6.154363388,91.06004582,NA,6.919578969,681.565758,440.7380066,948.2332107,507.495204,157.3988987,0,100,0,0.72373741,0.36585835,Nb35,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.678675785,NA,NA,NA,,-1.702364235
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,4751,Yurok,YUROK,Algic,Americas,United States,41.3383221,41.3383221,41,-123.8274735,2.48490665,5.693264439,7.786369684,6.962716181,6.504371951,9.089363005,0.14367271,6.485436199,103.6039675,NA,7.367896035,570.4793333,88.03051024,1127.920212,1039.889702,268.3420851,0,100,0,0.2401221,0.14747352,WNAI38,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,2.132104104,NA,NA,NA,,-3.208357789
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,4751,Yurok,YUROK,Algic,Americas,United States,41.3383221,41.3383221,41,-123.8274735,2.48490665,5.693264439,7.786369684,6.962716181,6.504371951,9.089363005,0.14367271,6.485436199,103.6039675,NA,7.367896035,570.4793333,88.03051024,1127.920212,1039.889702,268.3420851,0,100,0,0.2401221,0.14747352,B180,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,2.875697875,NA,NA,NA,,-3.208357789
hupa1239,4,1,5,0,0,1,Nb35,xd1096,Hupa,1865,1,8,7,6,12,2,12,3,9,4,9,1,1,1,1,1,9,7,8,15,9,4,1,1,7,2,3,1,5,5,1,NA,1,1,1,2,6,9,9,8,9,8,NA,4,1,2,9,9,10,10,9,10,9,NA,9,9,9,10,10,2,9,1,9,2,3,1,1,NA,NA,NA,NA,3,5,2,3,8,3,NA,NA,NA,NA,NA,NA,NA,4,NA,2,640,Hupa-Chilula,hup,language,North America,41.0982,-123.68,4751,Yurok,YUROK,Algic,Americas,United States,41.3383221,41.3383221,41,-123.8274735,2.48490665,5.693264439,7.786369684,6.962716181,6.504371951,9.089363005,0.14367271,6.485436199,103.6039675,NA,7.367896035,570.4793333,88.03051024,1127.920212,1039.889702,268.3420851,0,100,0,0.2401221,0.14747352,Nb35,Hupa,xd1096,Hupa,Athabaskan-Eyak-Tlingit,MonthlyMeanNetPrimaryProduction,1.678675785,NA,NA,NA,,-3.208357789
hwan1240,0,0,0,3,7,1,Ah37,xd328,Hwana,1920.5,1,2,8,5,8,1,8,9,1,2,9,3,3,1,1,9,9,8,7,15,9,4,5,6,6,NA,4,NA,NA,NA,1,NA,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,3,3,NA,NA,6,4,6,4,1,2,2,9,4,8,2,2,11,3,8,NA,NA,NA,NA,2,4500,Hwana,hwo,language,Africa,10.3633,12.7683,4177,Hwana,HWANA,Afro-Asiatic,Africa,Nigeria,10.2664608,10.2664608,10,12.6517226,10.37349118,6.389236478,5,7.568395715,6.628311444,6.836784335,0.410431711,6.018172674,257.6368904,NA,6.782288915,471.5314443,365.8105295,611.7424595,245.93193,54.58401562,NA,0,100,0.0968392,0.1165774,Ah37,Hwana,xd328,Hwana,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.713379807,NA,NA,NA,,3.984254704
hwan1240,0,0,0,3,7,1,Ah37,xd328,Hwana,1920.5,1,2,8,5,8,1,8,9,1,2,9,3,3,1,1,9,9,8,7,15,9,4,5,6,6,NA,4,NA,NA,NA,1,NA,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,3,3,NA,NA,6,4,6,4,1,2,2,9,4,8,2,2,11,3,8,NA,NA,NA,NA,2,4500,Hwana,hwo,language,Africa,10.3633,12.7683,4411,Longuda,LONGUDA,Niger-Congo,Africa,Nigeria,9.83712687,9.83712687,10,11.85062287,10.37349118,6.21925567,6,7.564831584,6.654972238,7.20523538,0.571856138,6.02093084,258.9021676,NA,6.832813367,402.0326594,186.2919743,829.1997115,642.9077372,176.6211976,NA,0,100,0.52617313,0.91767713,Ah37,Hwana,xd328,Hwana,Afro-Asiatic,MonthlyMeanNetPrimaryProduction,0.713379807,NA,NA,NA,,4.154235512
iatm1242,0,0,3,1,6,1,Ie35,xd813,Iatmul,1930,1,8,8,6,8,1,8,9,11,2,9,6,4,1,1,9,9,1,3,2,2,6,4,5,7,4,4,NA,NA,NA,NA,5,1,2,1,6,1,9,9,NA,NA,1,1,2,1,2,9,4,10,10,NA,NA,9,9,9,9,9,10,9,1,9,1,9,1,1,9,9,NA,NA,NA,NA,NA,5,4,8,8,8,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,Iatmul,ian,language,Papunesia,-4.30064,143.316,3060,Iatmul,IATMUL,Sepik,Pacific,Papua New Guinea,-4.26067826,4.26067826,4,143.2917903,9.040737588,7.236927868,12,7.474402238,7.451491808,9.583411339,0.83923803,7.049182728,271.2968363,21.31433473,7.812305649,14.16587284,5.131344031,63.29189589,58.16055186,8.523640468,0,30,70,0.03996174,0.02420972,Ie35,Iatmul,xd813,Iatmul,Ndu,MonthlyMeanNetPrimaryProduction,2.925704051,NA,NA,NA,,1.803809719
iatm1242,0,0,3,1,6,1,Ie35,xd813,Iatmul,1930,1,8,8,6,8,1,8,9,11,2,9,6,4,1,1,9,9,1,3,2,2,6,4,5,7,4,4,NA,NA,NA,NA,5,1,2,1,6,1,9,9,NA,NA,1,1,2,1,2,9,4,10,10,NA,NA,9,9,9,9,9,10,9,1,9,1,9,1,1,9,9,NA,NA,NA,NA,NA,5,4,8,8,8,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,Iatmul,ian,language,Papunesia,-4.30064,143.316,6400,Manam,MANAM,Austronesian,Pacific,Papua New Guinea,-4.08019052,4.08019052,4,145.0323318,8.980927208,4.471255349,12,7.346323795,7.29849629,9.135329862,0.900870734,7.035082511,259.2169566,NA,7.777411454,NA,NA,NA,NA,NA,NA,30,70,0.22044948,1.71633179,Ie35,Iatmul,xd813,Iatmul,Ndu,MonthlyMeanNetPrimaryProduction,2.925704051,NA,NA,NA,,4.509671859
iban1264,0,0,2,2,6,1,Ib1,xd750,Iban,1949.5,6,8,6,1,2,2,2,9,11,3,9,1,1,1,1,2,9,10,1,15,9,3,3,6,7,NA,3,1,2,NA,1,1,1,2,1,6,6,1,6,9,6,1,1,4,1,2,2,4,3,9,10,9,9,9,9,9,9,9,9,1,9,1,9,4,2,7,5,5,1,5,1,3,5,4,8,8,8,NA,NA,NA,NA,NA,2,59,5,NA,2,11500,Iban,iba,language,Papunesia,2.09041,112.934,399,Iban,IBAN,Austronesian,Asia,Malaysia,2.32166676,2.32166676,2,112.5535776,13.5304916,10.64936451,12,7.36855681,7.368433285,9.73023093,0.210174261,7.022912736,263.5307729,21.62276477,8.165274047,106.2108241,2.276318995,911.212945,908.936626,110.252562,0,20,80,0.23125676,0.38042239,SCCS85,Iban,xd750,Iban,Austronesian,MonthlyMeanNetPrimaryProduction,3.183206875,NA,NA,NA,,2.881127095
iban1264,0,0,2,2,6,1,Ib1,xd750,Iban,1949.5,6,8,6,1,2,2,2,9,11,3,9,1,1,1,1,2,9,10,1,15,9,3,3,6,7,NA,3,1,2,NA,1,1,1,2,1,6,6,1,6,9,6,1,1,4,1,2,2,4,3,9,10,9,9,9,9,9,9,9,9,1,9,1,9,4,2,7,5,5,1,5,1,3,5,4,8,8,8,NA,NA,NA,NA,NA,2,59,5,NA,2,11500,Iban,iba,language,Papunesia,2.09041,112.934,399,Iban,IBAN,Austronesian,Asia,Malaysia,2.32166676,2.32166676,2,112.5535776,13.5304916,10.64936451,12,7.36855681,7.368433285,9.73023093,0.210174261,7.022912736,263.5307729,21.62276477,8.165274047,106.2108241,2.276318995,911.212945,908.936626,110.252562,0,20,80,0.23125676,0.38042239,Ib1,Iban,xd750,Iban,Austronesian,MonthlyMeanNetPrimaryProduction,3.221387619,NA,NA,NA,,2.881127095
iban1264,0,0,2,2,6,1,Ib1,xd750,Iban,1949.5,6,8,6,1,2,2,2,9,11,3,9,1,1,1,1,2,9,10,1,15,9,3,3,6,7,NA,3,1,2,NA,1,1,1,2,1,6,6,1,6,9,6,1,1,4,1,2,2,4,3,9,10,9,9,9,9,9,9,9,9,1,9,1,9,4,2,7,5,5,1,5,1,3,5,4,8,8,8,NA,NA,NA,NA,NA,2,59,5,NA,2,11500,Iban,iba,language,Papunesia,2.09041,112.934,881,Iban,IBAN,Austronesian,Asia,Indonesia,0.86252831,0.86252831,1,111.9663951,9.61580548,9.551408196,12,7.388887511,7.38690122,9.735126219,0.197615921,7.020168821,263.8879923,21.60838205,8.109266081,125.1126296,21,864.9056985,843.9056985,153.5142929,1.098612289,20,80,1.22788169,0.96760494,SCCS85,Iban,xd750,Iban,Austronesian,MonthlyMeanNetPrimaryProduction,3.183206875,NA,NA,NA,,0.064397284
iban1264,0,0,2,2,6,1,Ib1,xd750,Iban,1949.5,6,8,6,1,2,2,2,9,11,3,9,1,1,1,1,2,9,10,1,15,9,3,3,6,7,NA,3,1,2,NA,1,1,1,2,1,6,6,1,6,9,6,1,1,4,1,2,2,4,3,9,10,9,9,9,9,9,9,9,9,1,9,1,9,4,2,7,5,5,1,5,1,3,5,4,8,8,8,NA,NA,NA,NA,NA,2,59,5,NA,2,11500,Iban,iba,language,Papunesia,2.09041,112.934,881,Iban,IBAN,Austronesian,Asia,Indonesia,0.86252831,0.86252831,1,111.9663951,9.61580548,9.551408196,12,7.388887511,7.38690122,9.735126219,0.197615921,7.020168821,263.8879923,21.60838205,8.109266081,125.1126296,21,864.9056985,843.9056985,153.5142929,1.098612289,20,80,1.22788169,0.96760494,Ib1,Iban,xd750,Iban,Austronesian,MonthlyMeanNetPrimaryProduction,3.221387619,NA,NA,NA,,0.064397284
ibib1240,0,1,2,1,6,2,Af20,xd198,Ibibio,1910,1,2,7,5,8,1,8,9,11,2,9,3,3,1,1,9,9,8,7,15,9,2,3,5,6,5,4,2,NA,NA,3,1,1,7,1,6,1,NA,1,NA,8,NA,NA,NA,1,2,1,5,NA,9,NA,9,NA,NA,NA,9,9,9,9,2,9,1,9,3,3,1,1,7,4,7,4,NA,6,2,2,8,8,NA,NA,NA,NA,NA,NA,NA,7,NA,2,1000000,Ibibio,ibb,language,Africa,5.15279,7.86688,2013,Ibibio,IBIBIO,Niger-Congo,Africa,Nigeria,4.98349483,4.98349483,5,7.85185439,14.22097567,8.153259859,11.02439024,7.358356344,7.190802042,9.437555112,0.230305188,6.852367152,266.2037059,21.51560652,7.907236708,42.68930637,3.233134646,149.1963378,145.9632032,26.63158767,1.609437912,30,70,0.16929517,0.01502561,Af20,Ibibio,xd198,Ibibio,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,1.525819428,NA,NA,NA,,6.067715807
icel1247,0,2,3,4,1,3,Cg2,xd542,Icelanders,1525,7,8,7,1,10,1,10,2,6,3,9,1,1,1,1,2,9,NA,NA,NA,NA,2,2,6,7,NA,3,4,NA,NA,1,1,1,7,2,4,6,1,6,NA,NA,1,1,9,1,1,1,2,3,9,NA,NA,9,9,10,9,9,9,9,3,2,1,9,4,3,NA,NA,7,1,7,1,NA,5,3,1,8,3,NA,NA,NA,NA,NA,5,13,1,NA,2,50000,Icelandic,isl,language,Eurasia,63.4837,-19.0212,102,Icelandic,ICELANDIC,Indo-European,Europe,Iceland,65.08881539,65.08881539,65,-18.77164753,12.34583459,11.32913156,3.957715541,5.768620068,5.735528582,5.577976619,0.003110092,5.416239108,12.3863666,40.64113531,7.073743614,437.6949382,-49.38341542,1996.786894,2046.17031,307.5901935,4.521788577,50,50,1.60511539,0.24955247,Cg2,Icelanders,xd542,Icelandic,Indo-European,MonthlyMeanNetPrimaryProduction,0.24652915,NA,NA,NA,,1.016703029
idak1243,0,0,0,3,7,2,Ad40,xd110,Tiriki,1952.5,1,8,7,5,8,1,8,9,11,NA,NA,4,4,1,1,9,9,8,7,15,9,NA,5,6,5,5,3,NA,NA,3,6,2,1,7,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,7,1,7,1,NA,5,2,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40000,Idakho-Isukha-Tiriki,ida,language,Africa,0.21557,34.817,2481,Ekegusii,EKEGUSII,Niger-Congo,Africa,Kenya,-0.81170346,0.81170346,1,34.78966393,14.60623807,7.726453367,11.95486242,7.447791043,7.225742142,7.446870985,0.611268634,6.998866365,190.4557995,25.03101153,7.402471596,1776.766631,1391.159163,2130.513938,739.3547744,185.6755063,0.693147181,0,100,1.02727346,0.02733607,Ad40,Tiriki,xd110,Idakho-Isukha-Tiriki,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,4.386067194,NA,NA,NA,,6.879784699
idom1241,0,1,1,1,7,2,Af29,xd207,Idoma,1951,1,8,7,5,8,1,8,9,11,3,9,4,1,1,1,9,9,7,8,15,9,NA,3,5,5,NA,3,NA,NA,NA,5,2,1,3,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,9,3,2,NA,NA,7,4,7,4,NA,2,2,9,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,200000,Idoma,idu,language,Africa,7.19139,7.71261,1775,Idoma,IDOMA,Niger-Congo,Africa,Nigeria,7.04595785,7.04595785,7,7.72896099,13.30468493,8.392356658,8.469586868,7.416407441,6.981130354,9.517211399,0.217821286,6.66250259,260.462732,21.74708626,7.331025137,240.9776269,58.29410044,478.3894364,420.0953359,109.3276689,NA,20,80,0.14543215,0.01635099,Af29,Idoma,xd207,Idoma,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.997751976,NA,NA,NA,,4.912328276
idom1241,0,1,1,1,7,2,Af29,xd207,Idoma,1951,1,8,7,5,8,1,8,9,11,3,9,4,1,1,1,9,9,7,8,15,9,NA,3,5,5,NA,3,NA,NA,NA,5,2,1,3,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,9,3,2,NA,NA,7,4,7,4,NA,2,2,9,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,200000,Idoma,idu,language,Africa,7.19139,7.71261,2451,Kenyang,KENYANG,Niger-Congo,Africa,Cameroon,5.52104113,5.52104113,6,9.51387081,11.08214255,7.748346841,10.49760686,7.397909513,7.159693671,9.671991122,0.600318123,6.864046212,257.3727634,21.87374965,7.893251236,291.2262222,75.37292538,1147.723234,1072.350308,159.4755078,0,20,80,1.67034887,1.80126081,Af29,Idoma,xd207,Idoma,Atlantic-Congo,MonthlyMeanNetPrimaryProduction,0.997751976,NA,NA,NA,,3.333795707
